Date,ECB Nominal effective exch. rate of the US dollar against Narrow EER group of trading partners (fixed composition): EER-12,obs. status
2008-02-10,-,Missing value; data cannot exist (M)
2008-02-09,-,Missing value; data cannot exist (M)
2008-02-08,77.9959,Normal value (A)
2008-02-07,77.9045,Normal value (A)
2008-02-06,77.6926,Normal value (A)
2008-02-05,77.4938,Normal value (A)
2008-02-04,77.1056,Normal value (A)
2008-02-03,-,Missing value; data cannot exist (M)
2008-02-02,-,Missing value; data cannot exist (M)
2008-02-01,76.8609,Normal value (A)
2008-01-31,76.9121,Normal value (A)
2008-01-30,77.0607,Normal value (A)
2008-01-29,77.2403,Normal value (A)
2008-01-28,77.4181,Normal value (A)
2008-01-27,-,Missing value; data cannot exist (M)
2008-01-26,-,Missing value; data cannot exist (M)
2008-01-25,77.6555,Normal value (A)
2008-01-24,77.8343,Normal value (A)
2008-01-23,78.1774,Normal value (A)
2008-01-22,78.5540,Normal value (A)
2008-01-21,78.5285,Normal value (A)
2008-01-20,-,Missing value; data cannot exist (M)
2008-01-19,-,Missing value; data cannot exist (M)
2008-01-18,78.0224,Normal value (A)
2008-01-17,77.8611,Normal value (A)
2008-01-16,77.5810,Normal value (A)
2008-01-15,77.2938,Normal value (A)
2008-01-14,77.4251,Normal value (A)
2008-01-13,-,Missing value; data cannot exist (M)
2008-01-12,-,Missing value; data cannot exist (M)
2008-01-11,77.8192,Normal value (A)
2008-01-10,78.0520,Normal value (A)
2008-01-09,77.8886,Normal value (A)
2008-01-08,77.7831,Normal value (A)
2008-01-07,77.6773,Normal value (A)
2008-01-06,-,Missing value; data cannot exist (M)
2008-01-05,-,Missing value; data cannot exist (M)
2008-01-04,77.4666,Normal value (A)
2008-01-03,77.4616,Normal value (A)
2008-01-02,77.8192,Normal value (A)
2008-01-01,-,Missing value; data cannot exist (M)
2007-12-31,77.5905,Normal value (A)
2007-12-30,-,Missing value; data cannot exist (M)
2007-12-29,-,Missing value; data cannot exist (M)
2007-12-28,77.7819,Normal value (A)
2007-12-27,78.4559,Normal value (A)
2007-12-26,-,Missing value; data cannot exist (M)
2007-12-25,-,Missing value; data cannot exist (M)
2007-12-24,78.7974,Normal value (A)
2007-12-23,-,Missing value; data cannot exist (M)
2007-12-22,-,Missing value; data cannot exist (M)
2007-12-21,78.9471,Normal value (A)
2007-12-20,79.0213,Normal value (A)
2007-12-19,78.9401,Normal value (A)
2007-12-18,78.8625,Normal value (A)
2007-12-17,78.9808,Normal value (A)
2007-12-16,-,Missing value; data cannot exist (M)
2007-12-15,-,Missing value; data cannot exist (M)
2007-12-14,78.7825,Normal value (A)
2007-12-13,78.0479,Normal value (A)
2007-12-12,77.9685,Normal value (A)
2007-12-11,77.9478,Normal value (A)
2007-12-10,77.7583,Normal value (A)
2007-12-09,-,Missing value; data cannot exist (M)
2007-12-08,-,Missing value; data cannot exist (M)
2007-12-07,77.8889,Normal value (A)
2007-12-06,78.3257,Normal value (A)
2007-12-05,77.8259,Normal value (A)
2007-12-04,77.4475,Normal value (A)
2007-12-03,77.6117,Normal value (A)
2007-12-02,-,Missing value; data cannot exist (M)
2007-12-01,-,Missing value; data cannot exist (M)
2007-11-30,77.3080,Normal value (A)
2007-11-29,77.2803,Normal value (A)
2007-11-28,77.2825,Normal value (A)
2007-11-27,76.7008,Normal value (A)
2007-11-26,76.7215,Normal value (A)
2007-11-25,-,Missing value; data cannot exist (M)
2007-11-24,-,Missing value; data cannot exist (M)
2007-11-23,76.8283,Normal value (A)
2007-11-22,76.8624,Normal value (A)
2007-11-21,76.9141,Normal value (A)
2007-11-20,76.9640,Normal value (A)
2007-11-19,77.1993,Normal value (A)
2007-11-18,-,Missing value; data cannot exist (M)
2007-11-17,-,Missing value; data cannot exist (M)
2007-11-16,77.2331,Normal value (A)
2007-11-15,77.2377,Normal value (A)
2007-11-14,76.7057,Normal value (A)
2007-11-13,76.8380,Normal value (A)
2007-11-12,76.8603,Normal value (A)
2007-11-11,-,Missing value; data cannot exist (M)
2007-11-10,-,Missing value; data cannot exist (M)
2007-11-09,76.3289,Normal value (A)
2007-11-08,76.3567,Normal value (A)
2007-11-07,75.8085,Normal value (A)
2007-11-06,76.8226,Normal value (A)
2007-11-05,77.0611,Normal value (A)
2007-11-04,-,Missing value; data cannot exist (M)
2007-11-03,-,Missing value; data cannot exist (M)
2007-11-02,77.1912,Normal value (A)
2007-11-01,77.5148,Normal value (A)
2007-10-31,77.5719,Normal value (A)
2007-10-30,77.7026,Normal value (A)
2007-10-29,77.8536,Normal value (A)
2007-10-28,-,Missing value; data cannot exist (M)
2007-10-27,-,Missing value; data cannot exist (M)
2007-10-26,77.8886,Normal value (A)
2007-10-25,78.1456,Normal value (A)
2007-10-24,78.4701,Normal value (A)
2007-10-23,78.3501,Normal value (A)
2007-10-22,78.8121,Normal value (A)
2007-10-21,-,Missing value; data cannot exist (M)
2007-10-20,-,Missing value; data cannot exist (M)
2007-10-19,78.3643,Normal value (A)
2007-10-18,78.5039,Normal value (A)
2007-10-17,78.9796,Normal value (A)
2007-10-16,79.1500,Normal value (A)
2007-10-15,78.8625,Normal value (A)
2007-10-14,-,Missing value; data cannot exist (M)
2007-10-13,-,Missing value; data cannot exist (M)
2007-10-12,79.1175,Normal value (A)
2007-10-11,78.9999,Normal value (A)
2007-10-10,79.1652,Normal value (A)
2007-10-09,79.5923,Normal value (A)
2007-10-08,79.3612,Normal value (A)
2007-10-07,-,Missing value; data cannot exist (M)
2007-10-06,-,Missing value; data cannot exist (M)
2007-10-05,79.2034,Normal value (A)
2007-10-04,79.5152,Normal value (A)
2007-10-03,79.1850,Normal value (A)
2007-10-02,79.2458,Normal value (A)
2007-10-01,79.0285,Normal value (A)
2007-09-30,-,Missing value; data cannot exist (M)
2007-09-29,-,Missing value; data cannot exist (M)
2007-09-28,79.1985,Normal value (A)
2007-09-27,79.2818,Normal value (A)
2007-09-26,79.5978,Normal value (A)
2007-09-25,79.5179,Normal value (A)
2007-09-24,79.4932,Normal value (A)
2007-09-23,-,Missing value; data cannot exist (M)
2007-09-22,-,Missing value; data cannot exist (M)
2007-09-21,79.7968,Normal value (A)
2007-09-20,79.7814,Normal value (A)
2007-09-19,80.2724,Normal value (A)
2007-09-18,80.8041,Normal value (A)
2007-09-17,80.6964,Normal value (A)
2007-09-16,-,Missing value; data cannot exist (M)
2007-09-15,-,Missing value; data cannot exist (M)
2007-09-14,80.7426,Normal value (A)
2007-09-13,80.6290,Normal value (A)
2007-09-12,80.7067,Normal value (A)
2007-09-11,80.9644,Normal value (A)
2007-09-10,81.1966,Normal value (A)
2007-09-09,-,Missing value; data cannot exist (M)
2007-09-08,-,Missing value; data cannot exist (M)
2007-09-07,81.5655,Normal value (A)
2007-09-06,81.7239,Normal value (A)
2007-09-05,82.0103,Normal value (A)
2007-09-04,81.9982,Normal value (A)
2007-09-03,81.8665,Normal value (A)
2007-09-02,-,Missing value; data cannot exist (M)
2007-09-01,-,Missing value; data cannot exist (M)
2007-08-31,81.7155,Normal value (A)
2007-08-30,82.0937,Normal value (A)
2007-08-29,81.9247,Normal value (A)
2007-08-28,81.7676,Normal value (A)
2007-08-27,81.7518,Normal value (A)
2007-08-26,-,Missing value; data cannot exist (M)
2007-08-25,-,Missing value; data cannot exist (M)
2007-08-24,81.9460,Normal value (A)
2007-08-23,82.0898,Normal value (A)
2007-08-22,82.4082,Normal value (A)
2007-08-21,82.3165,Normal value (A)
2007-08-20,82.4769,Normal value (A)
2007-08-19,-,Missing value; data cannot exist (M)
2007-08-18,-,Missing value; data cannot exist (M)
2007-08-17,82.6365,Normal value (A)
2007-08-16,82.9567,Normal value (A)
2007-08-15,82.8200,Normal value (A)
2007-08-14,82.2528,Normal value (A)
2007-08-13,81.9811,Normal value (A)
2007-08-12,-,Missing value; data cannot exist (M)
2007-08-11,-,Missing value; data cannot exist (M)
2007-08-10,81.9280,Normal value (A)
2007-08-09,81.7138,Normal value (A)
2007-08-08,81.5441,Normal value (A)
2007-08-07,81.6003,Normal value (A)
2007-08-06,81.3788,Normal value (A)
2007-08-05,-,Missing value; data cannot exist (M)
2007-08-04,-,Missing value; data cannot exist (M)
2007-08-03,81.8943,Normal value (A)
2007-08-02,81.9890,Normal value (A)
2007-08-01,82.0920,Normal value (A)
2007-07-31,81.9063,Normal value (A)
2007-07-30,82.1279,Normal value (A)
2007-07-29,-,Missing value; data cannot exist (M)
2007-07-28,-,Missing value; data cannot exist (M)
2007-07-27,81.9918,Normal value (A)
2007-07-26,81.6770,Normal value (A)
2007-07-25,81.4529,Normal value (A)
2007-07-24,81.3239,Normal value (A)
2007-07-23,81.4094,Normal value (A)
2007-07-22,-,Missing value; data cannot exist (M)
2007-07-21,-,Missing value; data cannot exist (M)
2007-07-20,81.5379,Normal value (A)
2007-07-19,81.5151,Normal value (A)
2007-07-18,81.6791,Normal value (A)
2007-07-17,81.6796,Normal value (A)
2007-07-16,81.6949,Normal value (A)
2007-07-15,-,Missing value; data cannot exist (M)
2007-07-14,-,Missing value; data cannot exist (M)
2007-07-13,81.7671,Normal value (A)
2007-07-12,81.8150,Normal value (A)
2007-07-11,82.0125,Normal value (A)
2007-07-10,82.2377,Normal value (A)
2007-07-09,82.4092,Normal value (A)
2007-07-08,-,Missing value; data cannot exist (M)
2007-07-07,-,Missing value; data cannot exist (M)
2007-07-06,82.5509,Normal value (A)
2007-07-05,82.4164,Normal value (A)
2007-07-04,82.4984,Normal value (A)
2007-07-03,82.5334,Normal value (A)
2007-07-02,82.6443,Normal value (A)
2007-07-01,-,Missing value; data cannot exist (M)
2007-06-30,-,Missing value; data cannot exist (M)
2007-06-29,82.9252,Normal value (A)
2007-06-28,83.1101,Normal value (A)
2007-06-27,83.3376,Normal value (A)
2007-06-26,83.3090,Normal value (A)
2007-06-25,83.3597,Normal value (A)
2007-06-24,-,Missing value; data cannot exist (M)
2007-06-23,-,Missing value; data cannot exist (M)
2007-06-22,83.5012,Normal value (A)
2007-06-21,83.5128,Normal value (A)
2007-06-20,83.4160,Normal value (A)
2007-06-19,83.5488,Normal value (A)
2007-06-18,83.6559,Normal value (A)
2007-06-17,-,Missing value; data cannot exist (M)
2007-06-16,-,Missing value; data cannot exist (M)
2007-06-15,83.8166,Normal value (A)
2007-06-14,83.8642,Normal value (A)
2007-06-13,83.8900,Normal value (A)
2007-06-12,83.5092,Normal value (A)
2007-06-11,83.5062,Normal value (A)
2007-06-10,-,Missing value; data cannot exist (M)
2007-06-09,-,Missing value; data cannot exist (M)
2007-06-08,83.6057,Normal value (A)
2007-06-07,82.9940,Normal value (A)
2007-06-06,82.8649,Normal value (A)
2007-06-05,82.7800,Normal value (A)
2007-06-04,82.9945,Normal value (A)
2007-06-03,-,Missing value; data cannot exist (M)
2007-06-02,-,Missing value; data cannot exist (M)
2007-06-01,83.3276,Normal value (A)
2007-05-31,83.2824,Normal value (A)
2007-05-30,83.4720,Normal value (A)
2007-05-29,83.3046,Normal value (A)
2007-05-28,83.4677,Normal value (A)
2007-05-27,-,Missing value; data cannot exist (M)
2007-05-26,-,Missing value; data cannot exist (M)
2007-05-25,83.5321,Normal value (A)
2007-05-24,83.4539,Normal value (A)
2007-05-23,83.3794,Normal value (A)
2007-05-22,83.5485,Normal value (A)
2007-05-21,83.6376,Normal value (A)
2007-05-20,-,Missing value; data cannot exist (M)
2007-05-19,-,Missing value; data cannot exist (M)
2007-05-18,83.6407,Normal value (A)
2007-05-17,83.5674,Normal value (A)
2007-05-16,83.2936,Normal value (A)
